name,token,normalizedName
Rajputana Investment and Finance Ltd,539090,rajputana investment and finance
Consecutive Investment & Trading Company Ltd,539091,consecutive investment trading
Icici Prudential Value Fund Series 6- Direct Plan Cumulative Option,539092,icici prudential value fund series 6 direct plan cumulative option
Icici Prudential Value Fund Series 6- Direct Plan Dividend Option,539093,icici prudential value fund series 6 direct plan dividend option
Icici Prudential Value Fund Series 6- Regular Plan Cumulative Option,539094,icici prudential value fund series 6 regular plan cumulative option
ICICI Prudential Value Fund Series 6- Regular Plan Dividend Option,539095,icici prudential value fund series 6 regular plan dividend option
Aananda Lakshmi Spinning Mills Ltd,539096,aananda lakshmi spinning mills
UR Sugar Industries Ltd,539097,ur sugar
Filtra Consultants and Engineers Ltd,539098,filtra consultants and engineers
Athena Constructions Ltd,539099,athena constructions
ICICI Prudential India Recovery Fund - Series 2 (Regular Plan - Dividend Payout Option),539100,icici prudential india recovery fund series 2 regular plan dividend payout option
Icici Prudential India Recovery Fund - Series 2 (direct Plan - Dividend Payout Option),539101,icici prudential india recovery fund series 2 direct plan dividend payout option
Northlink Fiscal and Capital Services Ltd,539110,northlink fiscal and capital services
Sheshadri Industries Ltd,539111,sheshadri
SAB Industries Ltd,539112,sab
Paul Merchants Ltd,539113,paul merchants
Hind Securities & Credits Ltd,539114,hind securities credits
Alan Scott Industries Ltd,539115,alan scott
O. P. Chains Ltd,539116,o p chains
Sujala Trading & Holdings Ltd,539117,sujala trading holdings
VRL Logistics Ltd,539118,vrl logistics
Jain Marmo Industries Ltd,539119,jain marmo
Bangalore Fort Farms Ltd,539120,bangalore fort farms
Palco Metals Ltd,539121,palco metals
Bodhtree Consulting Ltd,539122,bodhtree consulting
V B Industries Ltd,539123,v b
Sarvottam Finvest Ltd,539124,sarvottam finvest
Layla Textile and Traders Ltd,539125,layla textile and traders
MEP Infrastructure Developers Ltd,539126,mep infrastructure developers
Crescent Leasing Ltd,539131,crescent leasing
Wardwizard Foods and Beverages Ltd,539132,wardwizard foods and beverages
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth option,539133,kotak mahindra mutual fund kotak india growth fund series i non direct plan growth option
HDFC Focused Equity Fund Plan B - Regular Option- Growth,539134,hdfc focused equity fund plan b regular option growth
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend option,539135,kotak mahindra mutual fund kotak india growth fund series i non direct plan dividend option
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option,539136,kotak mahindra mutual fund kotak india growth fund series i direct plan growth option
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option,539137,kotak mahindra mutual fund kotak india growth fund series i direct plan dividend option
Hdfc Focused Equity Fund Plan B - Regular Option- Dividend Payout,539138,hdfc focused equity fund plan b regular option dividend payout
Hdfc Focused Equity Fund Plan A - Direct Option - Growth,539139,hdfc focused equity fund plan a direct option growth
Hdfc Focused Equity Fund Plan A- Direct Option - Dividend Payout,539140,hdfc focused equity fund plan a direct option dividend payout
UFO Moviez India Ltd,539141,ufo moviez
Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty EES ),539142,edelweiss mutual fund edelweiss exchange traded scheme nifty nifty ees
Panth Infinity Ltd,539143,panth infinity
Shivalik Rasayan Ltd,539148,shivalik rasayan
Integrated Capital Services Ltd,539149,integrated capital services
PNC Infratech Ltd,539150,pnc infratech
Arfin India Ltd,539151,arfin
Virat Leasing Ltd,539167,virat leasing
Spisys Ltd,539168,spisys
Funny Software Ltd,539169,funny software
Helpage Finlease Ltd,539174,helpage finlease
Indra Industries Ltd,539175,indra
Hawa Engineers Ltd,539176,hawa engineers
Authum Investment & Infrastructure Ltd,539177,authum investment infrastructure
Positive Electronics Ltd,539178,positive electronics
Icici Prudential Value Fund Series 7,539179,icici prudential value fund series 7
Icici Prudential Value Fund Series 7,539180,icici prudential value fund series 7
Adhbhut Infrastructure Ltd,539189,adhbhut infrastructure
Decillion Finance Ltd,539190,decillion finance
POCL Enterprises Ltd,539195,pocl enterprises
Amba Enterprises Ltd,539196,amba enterprises
Devhari Exports (India) Ltd,539197,devhari exports
Capfin India Ltd,539198,capfin
SG Finserve Ltd,539199,sg finserve
Noble Polymers Ltd,539200,noble polymers
Satia Industries Ltd,539201,satia
Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option,539202,reliance capital builder fund iii series a direct plan dividend payout option
Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option,539203,reliance capital builder fund iii series a direct plan growth option
Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout,539204,reliance capital builder fund iii series a dividend plan dividend payout
Reliance Capital Builder Fund III Series A- Growth Plan - Growth,539205,reliance capital builder fund iii series a growth plan growth
Genomic Valley Biotech Ltd,539206,genomic valley biotech
Manpasand Beverages Ltd,539207,manpasand beverages
Garment Mantra Lifestyle Ltd,539216,garment mantra lifestyle
Srestha Finvest Ltd,539217,srestha finvest
Saumya Consultants Ltd,539218,saumya consultants
Mauria Udyog Ltd,539219,mauria udyog
Mishka Exim Ltd,539220,mishka exim
Sportking India Ltd,539221,sportking
Growington Ventures India Ltd,539222,growington ventures
Ambition Mica Ltd,539223,ambition mica
HCKK Ventures Ltd,539224,hckk ventures
Jiya Eco-Products Ltd,539225,jiya eco products
Rudra Global Infra Products Ltd,539226,rudra global infra products
Loyal Equipments Ltd,539227,loyal equipments
Gala Global Products Ltd,539228,gala global products
Majestic Research Services and Solutions Ltd,539229,majestic research services and solutions
Chemiesynth (Vapi) Ltd,539230,chemiesynth vapi
Grandeur Products Ltd,539235,grandeur products
Jyotirgamya Enterprises Ltd,539246,jyotirgamya enterprises
Balkrishna Paper Mills Ltd,539251,balkrishna paper mills
Shyam Century Ferrous Ltd,539252,shyam century ferrous
Surya India Ltd,539253,surya
Adani Energy Solutions Ltd,539254,adani energy solutions
Star Delta Transformers Ltd,539255,star delta transformers
Amrapali Fincap Ltd,539265,amrapali fincap
Concrete Credit Ltd,539266,concrete credit
Samsrita Labs Ltd,539267,samsrita labs
Syngene International Ltd,539268,syngene international
Pecos Hotels and Pubs Ltd,539273,pecos hotels and pubs
Boston Leasing and Finance Ltd,539274,boston leasing and finance
Mangalam Seeds Ltd,539275,mangalam seeds
Kaya Ltd,539276,kaya
Alstone Textiles (India) Ltd,539277,alstone textiles
Symbiox Investment & Trading Company Ltd,539278,symbiox investment trading
Icici Prudential Value Fund Series 8 - Direct Plan Dividend Option,539285,icici prudential value fund series 8 direct plan dividend option
Icici Prudential Value Fund Series 8 - Regular Plan Dividend Option,539286,icici prudential value fund series 8 regular plan dividend option
Ortin Laboratories Ltd,539287,ortin laboratories
AVI Polymers Ltd,539288,avi polymers
Aurum PropTech Ltd,539289,aurum proptech
Oswal Greentech Ltd,539290,oswal greentech
Vasudhagama Enterprises Ltd,539291,vasudhagama enterprises
A.K. Spintex Ltd,539300,a k spintex
Arvind SmartSpaces Ltd,539301,arvind smartspaces
Power Mech Projects Ltd,539302,power mech projects
Minda Finance Ltd,539303,minda finance
Canopy Finance Ltd,539304,canopy finance
Rama Steel Tubes Ltd,539309,rama steel tubes
Thinkink Picturez Ltd,539310,thinkink picturez
Nishtha Finance and Investment (India) Ltd,539311,nishtha finance and investment
UTI S&P BSE SENSEX ETF,539312,uti s p bse sensex etf
UTI NIFTY 50 ETF,539313,uti nifty 50 etf
Universal Autofoundry Ltd,539314,universal autofoundry
Icici Prudential India Recovery Fund Series 3 - Direct Plan - Cumulative Option,539319,icici prudential india recovery fund series 3 direct plan cumulative option
Icici Prudential India Recovery Fund Series 3 - Direct Plan - Dividend Payout,539320,icici prudential india recovery fund series 3 direct plan dividend payout
Icici Prudential India Recovery Fund Series 3 - Regular Plan - Cumulative,539321,icici prudential india recovery fund series 3 regular plan cumulative
Icici Prudential India Recovery Fund Series 3 - Regular Plan - Dividend Option,539322,icici prudential india recovery fund series 3 regular plan dividend option
Veto Switchgears and Cables Ltd,539331,veto switchgears and cables
Navkar Corporation Ltd,539332,navkar corporation
Pennar Engineered Building Systems Ltd,539333,pennar engineered building systems
Shree Pushkar Chemicals & Fertilisers Ltd,539334,shree pushkar chemicals fertilisers
CHPL Industries Ltd,539335,chpl
Gujarat Gas Ltd,539336,gujarat gas
Waaree Technologies Ltd,539337,waaree technologies
Sadbhav Infrastructure Project Ltd,539346,sadbhav infrastructure project
Pneumatic Holdings Ltd,539347,pneumatic holdings
Prabhat Dairy Ltd,539351,prabhat dairy
P. B. Films Ltd,539352,p b films
Sal Automotive Ltd,539353,sal automotive
Polyspin Exports Ltd,539354,polyspin exports
Pritika Auto Industries Ltd,539359,pritika auto
Sri Krishna Constructions (India) Ltd,539363,sri krishna constructions
Soni Medicare Ltd,539378,soni medicare
Mahaveer Infoway Ltd,539383,mahaveer infoway
Krishna Capital and Securities Ltd,539384,krishna capital and securities
Acme Resources Ltd,539391,acme resources
Sang Froid Labs (India) Ltd,539392,sang froid labs
Kabra Commercial Ltd,539393,kabra commercial
Icici Prudential Mutual Fund- Direct Plan Cumulative Option,539394,icici prudential mutual fund direct plan cumulative option
Icici Prudential Mutual Fund- Direct Plan Dividend Option,539395,icici prudential mutual fund direct plan dividend option
Icici Prudential Mutual Fund- Regular Plan Cumulative Option,539396,icici prudential mutual fund regular plan cumulative option
ICICI Prudential Mutual Fund- Regular Plan Dividend Option,539397,icici prudential mutual fund regular plan dividend option
Vishal Bearings Ltd,539398,vishal bearings
Bella Casa Fashion & Retail Ltd,539399,bella casa fashion retail
Mallcom (India) Ltd,539400,mallcom
Patdiam Jewellery Ltd,539401,patdiam jewellery
Vaksons Automobiles Ltd,539402,vaksons automobiles
Arambhan Hospitality Services Ltd,539403,arambhan hospitality services
Satin Creditcare Network Ltd,539404,satin creditcare network
Decorous Investment & Trading Co Ltd,539405,decorous investment trading co
Swagtam Trading & Services Ltd,539406,swagtam trading services
Generic Engineering Construction and Projects Ltd,539407,generic engineering construction and projects
Kuber Udyog Ltd,539408,kuber udyog
Neeraj Paper Marketing Ltd,539409,neeraj paper marketing
Muzali Arts Ltd,539410,muzali arts
Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Growth,539420,birla sun life focused equity fund series 6 regular plan growth
Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Dividend Payout,539421,birla sun life focused equity fund series 6 regular plan dividend payout
Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Growth,539422,birla sun life focused equity fund series 6 direct plan growth
Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Dividend Payout,539423,birla sun life focused equity fund series 6 direct plan dividend payout
Tejnaksh Healthcare Ltd,539428,tejnaksh healthcare
Indo-Global Enterprises Ltd,539433,indo global enterprises
Brilliant Portfolios Ltd,539434,brilliant portfolios
Richfield Financial Services Ltd,539435,richfield financial services
Coffee Day Enterprises Ltd,539436,coffee day enterprises
IDFC First Bank Ltd,539437,idfc first bank
Krishana Fabrics Ltd,539446,krishana fabrics
Beardsell Ltd,539447,beardsell
InterGlobe Aviation Ltd,539448,interglobe aviation
IGC Industries Ltd,539449,igc
S H Kelkar and Company Ltd,539450,s h kelkar and
Aryavan Enterprise Ltd,539455,aryavan enterprise
Panorama Studios International Ltd,539469,panorama studios international
Shree Ganesh Biotech (India) Ltd,539470,shree ganesh biotech
GTV Engineering Ltd,539479,gtv engineering
Quint Digital Media Ltd,539515,quint digital media
Uday Jewellery Industries Ltd,539518,uday jewellery
Mayukh Dealtrade Ltd,539519,mayukh dealtrade
Shailja Commercial Trade Frenzy Ltd,539520,shailja commercial trade frenzy
Navigant Corporate Advisors Ltd,539521,navigant corporate advisors
Grovy India Ltd,539522,grovy
Alkem Laboratories Ltd,539523,alkem laboratories
Dr. Lal PathLabs Ltd,539524,dr lal pathlabs
Navketan Merchants Ltd,539525,navketan merchants
Suncare Traders Ltd,539526,suncare traders
Creative Castings Ltd,539527,creative castings
Aayush Food and Herbs Ltd,539528,aayush food and herbs
Elitecon International Ltd,539533,elitecon international
Lux Industries Ltd,539542,lux
Valley Magnesite Company Ltd,539543,valley magnesite
Abhishek Infraventures Ltd,539544,abhishek infraventures
Apoorva Leasing Finance and Investment Company Ltd,539545,apoorva leasing finance and investment
Beekay Niryat Ltd,539546,beekay niryat
Narayana Hrudayalaya Ltd,539551,narayana hrudayalaya
Deep Diamond India Ltd,539559,deep diamond
Remedium Lifecare Ltd,539561,remedium lifecare
Aarnav Fashions Ltd,539562,aarnav fashions
Acewin Agriteck Ltd,539570,acewin agriteck
Sharanam Infraproject and Trading Ltd,539584,sharanam infraproject and trading
Shivansh Finserve Ltd,539593,shivansh finserve
Mishtann Foods Ltd,539594,mishtann foods
Delta Industrial Resources Ltd,539596,delta industrial resources
Jindal Stainless (Hisar) Ltd,539597,jindal stainless hisar
Kotia Enterprises Ltd,539599,kotia enterprises
Chamak Holdings Ltd,539600,chamak holdings
Blue Cloud Softech Solutions Ltd,539607,blue cloud softech solutions
Kanoria Energy & Infrastructure Ltd,539620,kanoria energy infrastructure
AAR Commercial Company Ltd,539632,aar commercial
Precision Camshafts Ltd,539636,precision camshafts
Blueblood Ventures Ltd,539637,blueblood ventures
TeamLease Services Ltd,539658,teamlease services
Vidli Restaurants Ltd,539659,vidli restaurants
Best Agrolife Ltd,539660,best agrolife
Ace Men Engg Works Ltd,539661,ace men engg works
Radhagobind Commercial Ltd,539673,radhagobind commercial
Quick Heal Technologies Ltd,539678,quick heal technologies
Ganga Pharmaceuticals Ltd,539680,ganga pharmaceuticals
Lucent Industries Ltd,539682,lucent
K.P. Energy Ltd,539686,k p energy
Hiliks Technologies Ltd,539697,hiliks technologies
Hypersoft Technologies Ltd,539724,hypersoft technologies
Gokul Agro Resources Ltd,539725,gokul agro resources
Fredun Pharmaceuticals Ltd,539730,fredun pharmaceuticals
Simbhaoli Sugars Ltd,539742,simbhaoli sugars
Relicab Cable Manufacturing Ltd,539760,relicab cable manufacturing
Modern Engineering And Projects Ltd,539762,modern engineering and projects
Darjeeling Ropeway Company Ltd,539770,darjeeling ropeway
Pudumjee Paper Products Ltd,539785,pudumjee paper products
HealthCare Global Enterprises Ltd,539787,healthcare global enterprises
Khemani Distributors & Marketing Ltd,539788,khemani distributors marketing
Umiya Tubes Ltd,539798,umiya tubes
Bharat Wire Ropes Ltd,539799,bharat wire ropes
CHD Chemicals Ltd,539800,chd chemicals
Infibeam Avenues Ltd,539807,infibeam avenues
LE Lavoir Ltd,539814,le lavoir
Mudra Financial Services Ltd,539819,mudra financial services
Balgopal Commercial Ltd,539834,balgopal commercial
Raghav Productivity Enhancers Ltd,539837,raghav productivity enhancers
Lancer Container Lines Ltd,539841,lancer container lines
NINtec Systems Ltd,539843,nintec systems
Equitas Holdings Ltd,539844,equitas holdings
Halder Venture Ltd,539854,halder venture
